Journey,Screen / Page,Route,UI Element Type,Translation Key,Current Arabic,Current English,File Path,Line Number,Character or Space Constraint,Variables / Interpolation,Notes
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.added,مضاف,Added,client/src/lib/i18n.tsx,2271,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.addMilestonesNextStep,أضف المراحل في الخطوة التالية,Add milestones in the next step,client/src/lib/i18n.tsx,2418,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Placeholder,formBuilder.addOptionPlaceholder,أضف خياراً...,Add an option...,client/src/lib/i18n.tsx,2436,Must fit input width (1 line),,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.bestPractice,أفضل الممارسات,Best Practice,client/src/lib/i18n.tsx,2301,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.buildFormHint,ابنِ نموذج طلب عروض الأسعار المخصص بسحب البطاقات من المكتبة,Build your custom RFP form by dragging cards from the library,client/src/lib/i18n.tsx,2282,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardAttachmentsDesc,وثائق ومستندات داعمة,Supporting documents and files,client/src/lib/i18n.tsx,2324,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardAttachmentsLabel,المرفقات,Attachments,client/src/lib/i18n.tsx,2323,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardBudgetDesc,ميزانية المشروع (محددة أو نطاق أو مراحل),"Project budget (exact, range, or milestones)",client/src/lib/i18n.tsx,2312,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardBudgetLabel,الميزانية,Budget,client/src/lib/i18n.tsx,2311,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardDateDesc,حقل منتقي التاريخ,Date picker field,client/src/lib/i18n.tsx,2334,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardDateLabel,التاريخ,Date,client/src/lib/i18n.tsx,2333,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardDeadlineDesc,الموعد النهائي لتقديم عروض الموردين,Deadline for vendor submissions,client/src/lib/i18n.tsx,2320,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardDeadlineLabel,الموعد النهائي للتقديم,Submission Deadline,client/src/lib/i18n.tsx,2319,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardDeliverablesDesc,المخرجات المتوقعة مع الأوصاف,Expected deliverables with descriptions,client/src/lib/i18n.tsx,2314,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardDeliverablesLabel,المخرجات,Deliverables,client/src/lib/i18n.tsx,2313,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardDescriptionDesc,وصف تفصيلي للمشروع,Detailed project description,client/src/lib/i18n.tsx,2318,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardDescriptionLabel,الوصف,Description,client/src/lib/i18n.tsx,2317,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardEvalDesc,كيف سيتم تقييم العروض,How proposals will be evaluated,client/src/lib/i18n.tsx,2322,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardEvalLabel,معايير التقييم,Evaluation Criteria,client/src/lib/i18n.tsx,2321,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.cardLibrary,مكتبة البطاقات,Card Library,client/src/lib/i18n.tsx,2265,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.cardLibrarySubtitle,اسحب البطاقات على اللوحة لبناء نموذجك,Drag cards onto the canvas to build your form,client/src/lib/i18n.tsx,2266,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardLongAnswerDesc,منطقة نص متعددة الأسطر,Multi-line text area,client/src/lib/i18n.tsx,2332,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardLongAnswerLabel,إجابة مطولة,Long Answer,client/src/lib/i18n.tsx,2331,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardMilestonesDesc,مراحل المشروع مع المواعيد النهائية,Project milestones with due dates,client/src/lib/i18n.tsx,2316,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardMilestonesLabel,المراحل,Milestones,client/src/lib/i18n.tsx,2315,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardMultipleChoiceDesc,قائمة منسدلة أو خيارات راديو,Dropdown or radio options,client/src/lib/i18n.tsx,2336,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardMultipleChoiceLabel,اختيار متعدد,Multiple Choice,client/src/lib/i18n.tsx,2335,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardProjectTitleDesc,اسم طلب عروض الأسعار,The name of your RFP,client/src/lib/i18n.tsx,2306,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardProjectTitleLabel,عنوان المشروع,Project Title,client/src/lib/i18n.tsx,2305,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardShortAnswerDesc,حقل نص أحادي السطر,Single-line text input,client/src/lib/i18n.tsx,2330,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardShortAnswerLabel,إجابة قصيرة,Short Answer,client/src/lib/i18n.tsx,2329,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardTimelineDesc,تواريخ البدء/الانتهاء أو موعد التسليم,Start/end dates or delivery deadline,client/src/lib/i18n.tsx,2310,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardTimelineLabel,الجدول الزمني,Timeline,client/src/lib/i18n.tsx,2309,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardVendorReqsDesc,المؤهلات الإلزامية والمفضلة التي يجب على الموردين إثباتها للتقديم.,Mandatory and preferred qualifications vendors must prove to apply.,client/src/lib/i18n.tsx,2328,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardVendorReqsLabel,متطلبات المورد,Vendor Requirements,client/src/lib/i18n.tsx,2327,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardVendorResponseDesc,كيف يقدم الموردون عروضهم,How Vendors submit their Proposals,client/src/lib/i18n.tsx,2308,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardVendorResponseLabel,رد المورد,Vendor Response,client/src/lib/i18n.tsx,2307,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.cardVideoUrlDesc,فيديو اختياري يعرّف بالمشروع (يوتيوب، فيميو، أو رابط مباشر).,"Optional video introducing the project (YouTube, Vimeo, or direct link).",client/src/lib/i18n.tsx,2326,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.cardVideoUrlLabel,رابط الفيديو,Video URL,client/src/lib/i18n.tsx,2325,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Button / CTA,formBuilder.closeButton,إغلاق,Close,client/src/lib/i18n.tsx,2413,Button width — aim ≤ 25 chars,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.closeInsight,إغلاق,Close,client/src/lib/i18n.tsx,2445,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.configureEvalNextStep,قم بضبط معايير التقييم في الخطوة التالية,Configure evaluation criteria in the next step,client/src/lib/i18n.tsx,2429,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.customQuestion,سؤال مخصص,Custom Question,client/src/lib/i18n.tsx,2286,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Placeholder,formBuilder.customTextareaPlaceholder,أدخل إجابتك المفصلة...,Enter your detailed answer...,client/src/lib/i18n.tsx,2449,Must fit input width (1 line),,
5. RFP creation,Form builder,/tenders/new/form-builder,Placeholder,formBuilder.customTextPlaceholder,أدخل إجابتك...,Enter your answer...,client/src/lib/i18n.tsx,2448,Must fit input width (1 line),,
5. RFP creation,Form builder,/tenders/new/form-builder,Placeholder,formBuilder.deliverableNamePlaceholder,اسم المخرج...,Deliverable name...,client/src/lib/i18n.tsx,2417,Must fit input width (1 line),,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dragCardsHere,اسحب البطاقات هنا للبدء,Drag cards here to start,client/src/lib/i18n.tsx,2281,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dragDropFiles,اسحب وأسقط الملفات هنا، أو انقر للتصفح,"Drag and drop files here, or click to browse",client/src/lib/i18n.tsx,2433,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dragHandleAria,اسحب لإعادة الترتيب,Drag to reorder,client/src/lib/i18n.tsx,2444,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dragToAdd,اسحب للإضافة,Drag to add,client/src/lib/i18n.tsx,2272,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dropHere,أسقط هنا للإضافة,Drop here to add,client/src/lib/i18n.tsx,2280,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dropMoreCards,أسقط المزيد من البطاقات هنا,Drop more cards here,client/src/lib/i18n.tsx,2279,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.dueDateOptional,تاريخ الاستحقاق (اختياري),Due date (optional),client/src/lib/i18n.tsx,2419,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Form label,formBuilder.dueLabel,الاستحقاق:,Due:,client/src/lib/i18n.tsx,2450,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Button / CTA,formBuilder.editDescButton,تعديل الوصف,Edit desc,client/src/lib/i18n.tsx,2414,Button width — aim ≤ 25 chars,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.editQuestion,تعديل السؤال,Edit question,client/src/lib/i18n.tsx,2442,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Error message,formBuilder.fileSizeError,الملف كبير جداً. الحد الأقصى للحجم 50 ميجابايت.,File too large. Maximum size is 50MB.,client/src/lib/i18n.tsx,2438,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Error message,formBuilder.fileTypeError,نوع الملف غير مسموح. المقبول: PDF، DOC، DOCX، XLS، XLSX، PNG، JPG,"File type not allowed. Accepted: PDF, DOC, DOCX, XLS, XLSX, PNG, JPG",client/src/lib/i18n.tsx,2437,,,Latin words inside Arabic string
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.fillInStep2,أكمل في الخطوة 2,Fill in Step 2,client/src/lib/i18n.tsx,2285,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.gotIt,فهمت,Got it,client/src/lib/i18n.tsx,2302,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.hideLibrary,إخفاء مكتبة البطاقات,Hide Card Library,client/src/lib/i18n.tsx,2274,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputBudget,إدخال الميزانية,Budget input,client/src/lib/i18n.tsx,2292,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputDatePicker,منتقي التاريخ,Date picker,client/src/lib/i18n.tsx,2294,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputDateRange,نطاق التاريخ,Date range,client/src/lib/i18n.tsx,2291,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputDropdown,قائمة منسدلة,Dropdown,client/src/lib/i18n.tsx,2297,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputField,حقل إدخال,Input field,client/src/lib/i18n.tsx,2298,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputFileUpload,رفع الملف,File upload,client/src/lib/i18n.tsx,2296,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputListItems,قائمة العناصر,List of items,client/src/lib/i18n.tsx,2293,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputLongText,نص طويل,Long text,client/src/lib/i18n.tsx,2289,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputShortText,نص قصير,Short text,client/src/lib/i18n.tsx,2288,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputSubmissionType,نوع التقديم,Submission type,client/src/lib/i18n.tsx,2290,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputVendorRequirements,متطلبات المورد,Vendor Requirements,client/src/lib/i18n.tsx,2383,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputVideoUrl,رابط الفيديو,Video URL,client/src/lib/i18n.tsx,2382,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.inputWeightedCriteria,معايير موزونة,Weighted criteria,client/src/lib/i18n.tsx,2295,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightAttachmentsBestPractice,"سمّ الملفات بوضوح (مثلاً \""Floor_Plan_v2.pdf\""). أدرج ملاحظة موجزة تشرح صلة كل مرفق بالموضوع.","Label files clearly (e.g. \""Floor_Plan_v2.pdf\""). Include a brief note explaining each attachment's relevance.",client/src/lib/i18n.tsx,2373,,,Latin words inside Arabic string
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightAttachmentsDesc,وثائق داعمة مثل المواصفات والرسومات والمواد المرجعية أو العقود الحالية التي تساعد الموردين على فهم النطاق الكامل.,"Supporting documents such as specifications, drawings, reference materials, or existing contracts that help vendors understand the full scope.",client/src/lib/i18n.tsx,2371,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightAttachmentsTitle,المرفقات,Attachments,client/src/lib/i18n.tsx,2370,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightAttachmentsVendorTip,المرفقات تقلل الأسئلة المتكررة. كلما كان لدى الموردين سياق أكثر مسبقاً، كانت عروضهم أسرع وأكثر دقة.,"Attachments reduce back-and-forth questions. The more context vendors have upfront, the faster and more accurate their proposals will be.",client/src/lib/i18n.tsx,2372,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightBudgetBestPractice,نطاق الميزانية غالباً أفضل من المبلغ الدقيق — يمنح الموردين مجالاً لاقتراح حلول إبداعية مع البقاء ضمن الحدود.,A budget range is often better than an exact amount — it gives vendors room to propose creative solutions while staying within limits.,client/src/lib/i18n.tsx,2353,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightBudgetDesc,تحديد ميزانية (محددة أو نطاق) يساعد الموردين على فهم النطاق وتقديم عروض واقعية ضمن قيودك المالية.,Specifying a budget (exact or range) helps vendors understand the scope and submit realistic proposals within your financial constraints.,client/src/lib/i18n.tsx,2351,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightBudgetTitle,الميزانية,Budget,client/src/lib/i18n.tsx,2350,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightBudgetVendorTip,مشاركة معلومات الميزانية مسبقاً يوفر الوقت لكلا الطرفين. يمكن للموردين فوراً معرفة ما إذا كان المشروع يتوافق مع أسعارهم.,Sharing budget information upfront saves time for both parties. Vendors can immediately tell if the project aligns with their pricing.,client/src/lib/i18n.tsx,2352,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDateBestPractice,"حدد ما يمثله التاريخ في تسمية سؤالك (مثلاً \""أقرب تاريخ بدء متاح\"" بدلاً من \""التاريخ\"" فقط).","Specify what the date represents in your question label (e.g. \""Earliest available start date\"" rather than just \""Date\"").",client/src/lib/i18n.tsx,2399,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightDateDesc,منتقي تاريخ لجمع تواريخ محددة من الموردين — مثل أقرب تاريخ بدء متاح أو انتهاء الشهادة أو التزامات المراحل.,"A date picker for collecting specific dates from vendors — such as earliest available start date, certification expiry, or milestone commitments.",client/src/lib/i18n.tsx,2397,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightDateTitle,حقل التاريخ,Date Field,client/src/lib/i18n.tsx,2396,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightDateVendorTip,استخدم حقول التاريخ عندما تحتاج إلى إجابات دقيقة وقابلة للمقارنة. أسهل في التقييم من صيغ التاريخ النصية الحرة.,"Use date fields when you need precise, comparable answers. Easier to evaluate than free-text date formats.",client/src/lib/i18n.tsx,2398,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDeadlineBestPractice,حدد الموعد النهائي في يوم عمل، في الصباح. تجنب الأعياد. انشر طلب العروض في أقرب وقت ممكن لزيادة جودة الردود.,"Set the deadline on a weekday, mid-morning. Avoid holidays. Publish the RFP as early as possible to maximize response quality.",client/src/lib/i18n.tsx,2365,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightDeadlineDesc,تاريخ الانتهاء الذي يجب على الموردين تقديم عروضهم قبله. هذا يخلق الإلحاحية ويضمن بقاء جدولك الزمني للتقييم على المسار الصحيح.,The cutoff date by which vendors must submit their proposals. This creates urgency and ensures your evaluation timeline stays on track.,client/src/lib/i18n.tsx,2363,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightDeadlineTitle,الموعد النهائي للتقديم,Submission Deadline,client/src/lib/i18n.tsx,2362,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDeadlineVendorTip,أعطِ الموردين أسبوعين على الأقل للمشاريع البسيطة و4+ أسابيع للمشاريع المعقدة. المواعيد المتسرعة تقلل جودة العروض.,Give vendors at least 2 weeks for simple projects and 4+ weeks for complex ones. Rushed deadlines reduce proposal quality.,client/src/lib/i18n.tsx,2364,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDeliverablesBestPractice,"اجعل كل مخرج قابلاً للقياس. بدلاً من \""مواد تدريبية\""، جرب \""دليل تدريبي 10 صفحات + 3 دروس فيديو (5 دقائق كل منها)\"".","Make each deliverable measurable. Instead of \""Training materials,\"" try \""10-page training manual + 3 video tutorials (5 min each).\""",client/src/lib/i18n.tsx,2357,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightDeliverablesDesc,قائمة بالمخرجات الملموسة التي يُتوقع أن ينتجها المورد. المخرجات الواضحة تمنع الخلافات حول النطاق لاحقاً.,A list of tangible outputs the vendor is expected to produce. Clear deliverables prevent scope disagreements down the line.,client/src/lib/i18n.tsx,2355,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightDeliverablesTitle,المخرجات,Deliverables,client/src/lib/i18n.tsx,2354,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDeliverablesVendorTip,المخرجات المحددة جيداً تساعد الموردين في تقديم جداول زمنية وتكاليف دقيقة. المخرجات الغامضة تؤدي في الغالب إلى أوامر تغيير وتأخيرات.,Well-defined deliverables help vendors provide accurate timelines and costs. Vague deliverables often lead to change orders and delays.,client/src/lib/i18n.tsx,2356,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDescriptionBestPractice,نظّم بفقرات قصيرة أو نقاط. غطِّ الخلفية والنطاق والمتطلبات التقنية وأي قيود أو تفضيلات.,"Structure with short paragraphs or bullet points. Cover background, scope, technical requirements, and any constraints or preferences.",client/src/lib/i18n.tsx,2361,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightDescriptionDesc,الوصف الكامل للمشروع يزود الموردين بجميع السياق الذي يحتاجونه — الخلفية والمتطلبات والقيود وأي مواصفات تقنية.,"The full project description provides vendors with all the context they need — background, requirements, constraints, and any technical specifications.",client/src/lib/i18n.tsx,2359,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightDescriptionTitle,الوصف,Description,client/src/lib/i18n.tsx,2358,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightDescriptionVendorTip,هذا هو المكان الذي يقرر فيه الموردون ما إذا كانوا سيقدمون عرضاً. أدرج تفاصيل كافية لتقييم الملاءمة، لكن حافظ على تنظيم المحتوى وسهولة مسحه بصرياً.,"This is where vendors decide whether to bid. Include enough detail for them to assess fit, but keep it organized and scannable.",client/src/lib/i18n.tsx,2360,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightEvalBestPractice,وزّن المعايير حسب الأهمية (مثلاً التقني 40%، المالي 35%، الخبرة 25%). حافظ على توازن الأوزان وتواصلها بوضوح.,"Weight criteria by importance (e.g. Technical 40%, Financial 35%, Experience 25%). Keep weights balanced and clearly communicated.",client/src/lib/i18n.tsx,2369,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightEvalDesc,يحدد كيفية تسجيل ومقارنة عروض الموردين عبر الأبعاد المالية والخبرة والتقنية بفئات موزونة.,"Defines how you will score and compare vendor proposals across Financial, Experience, and Technical dimensions with weighted categories.",client/src/lib/i18n.tsx,2367,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightEvalTitle,معايير التقييم,Evaluation Criteria,client/src/lib/i18n.tsx,2366,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightEvalVendorTip,عندما يعرف الموردون أولوياتك، يستثمرون الجهد حيث يهم. هذا يؤدي إلى عروض أعلى جودة وأكثر صلة بالموضوع.,"When vendors know your priorities, they invest effort where it counts. This leads to higher-quality, more relevant proposals.",client/src/lib/i18n.tsx,2368,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightLongAnswerBestPractice,حدد 2-3 أسئلة مطولة لكل طلب عروض. كثرة الأسئلة المفتوحة تثبط الموردين عن إكمال النموذج.,Limit to 2-3 long-answer questions per RFP. Too many open-ended questions discourage vendors from completing the form.,client/src/lib/i18n.tsx,2395,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightLongAnswerDesc,منطقة نص متعددة الأسطر للأسئلة المفتوحة حيث يمكن للموردين تقديم شروحات تفصيلية أو منهجيات أو دراسات حالة.,"A multi-line text area for open-ended questions where vendors can provide detailed explanations, methodologies, or case studies.",client/src/lib/i18n.tsx,2393,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightLongAnswerTitle,حقل الإجابة المطولة,Long Answer Field,client/src/lib/i18n.tsx,2392,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightLongAnswerVendorTip,"ممتاز للأسئلة النوعية مثل \""صف أسلوبك\"" أو \""اشرح الخبرة ذات الصلة\"". يمنح الموردين مساحة للتميز.","Great for qualitative questions like \""Describe your approach\"" or \""Explain relevant experience.\"" Gives vendors space to differentiate themselves.",client/src/lib/i18n.tsx,2394,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightMilestonesBestPractice,قسّم مشروعك إلى 3-7 مراحل. حدد مواعيد نهائية واقعية وأدرج وصفاً موجزاً لما يبدو عليه النجاح في كل مرحلة.,Break your project into 3–7 milestones. Assign realistic due dates and include a brief description of what success looks like at each stage.,client/src/lib/i18n.tsx,2387,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightMilestonesDesc,مراحل المشروع تحدد المراحل والنقاط الرئيسية لمشروعك. تساعد الموردين على فهم الجدول الزمني للمشروع وتوقعات التسليم في كل مرحلة.,Project milestones define the key stages and checkpoints of your project. They help vendors understand the project timeline and delivery expectations at each phase.,client/src/lib/i18n.tsx,2385,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightMilestonesTitle,المراحل,Milestones,client/src/lib/i18n.tsx,2384,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightMilestonesVendorTip,يستخدم الموردون المراحل للتخطيط لتخصيص الفريق والموارد. المراحل الواضحة بمواعيد نهائية محددة تؤدي إلى عروض أكثر دقة ومفاجآت أقل.,Vendors use milestones to plan team allocation and resources. Clear milestones with due dates lead to more accurate proposals and fewer surprises.,client/src/lib/i18n.tsx,2386,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightMultipleChoiceBestPractice,"أدرج خيار \""أخرى\"" إذا كانت القائمة قد لا تغطي جميع الحالات. حافظ على أن تكون الخيارات متبادلة الاستثناء وشاملة بشكل جماعي.","Include an \""Other\"" option if the list might not cover all cases. Keep options mutually exclusive and collectively exhaustive.",client/src/lib/i18n.tsx,2403,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightMultipleChoiceDesc,حقل قائمة منسدلة أو زر راديو يتيح للموردين الاختيار من خيارات محددة مسبقاً. مثالي للأسئلة الموحدة ذات الإجابات الثابتة.,A dropdown or radio-button field that lets vendors choose from predefined options. Ideal for standardized questions with fixed answers.,client/src/lib/i18n.tsx,2401,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightMultipleChoiceTitle,حقل الاختيار المتعدد,Multiple Choice Field,client/src/lib/i18n.tsx,2400,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightMultipleChoiceVendorTip,حقول الاختيار المتعدد هي الأسهل للموردين لملئها والأسهل لك لمقارنتها عبر العروض.,Multiple choice fields are the easiest for vendors to fill out and the easiest for you to compare across proposals.,client/src/lib/i18n.tsx,2402,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Text,formBuilder.insightProjectTitleBestPractice,"كن محدداً — \""ترقية البنية التحتية لتقنية المعلومات في المكتب الربع الثالث\"" أفضل من \""مشروع تقنية المعلومات\"". تجنب المصطلحات الداخلية.","Be specific — \""Office IT Infrastructure Upgrade Q3\"" is better than \""IT Project.\"" Avoid internal jargon or acronyms.",client/src/lib/i18n.tsx,2341,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Helper text,formBuilder.insightProjectTitleDesc,عنوان المشروع هو أول ما يراه الموردون. العنوان الواضح والمحدد يساعد في جذب الموردين المناسبين وتحديد التوقعات منذ البداية.,"The project title is the first thing vendors see. A clear, specific title helps attract the right Vendors and sets expectations from the start.",client/src/lib/i18n.tsx,2339,,,
5. RFP creation,Form builder,/tenders/new/form-builder,Heading / title,formBuilder.insightProjectTitleTitle,عنوان المشروع,Project Title,client/src/lib/i18n.tsx,2338,One line preferred,,
5. RFP creation,Form builder,/tenders/new/form-builder,Long copy / paragraph,formBuilder.insightProjectTitleVendorTip,يقوم الموردون بتصفية الفرص حسب العنوان. اذكر الخدمة أو المنتج الأساسي حتى يتمكن الموردون المؤهلون من العثور على طلبك بسرعة.,Vendors filter opportunities by title. Include the core service or product so qualified Vendors can find your RFP quickly.,client/src/lib/i18n.tsx,2340,,,
